Case_Number,Offense_Code,Offense_Type,Arrest,Location,Officer_id,Officer_Name,Date
CH590846,4,Drug abuse,Yes,Chicago,639,Joshua Compton,2002
SF247137,5,Assault,Yes,San Francisco,447,Sherell Reine,2003
BO177563,3,Homicide,No,Boston,976,Tyler Stringer,2000
CH318852,3,Homicide,No,Chicago,646,John Ledue,2003
SF109124,5,Assault,No,San Francisco,447,Sherell Reine,2003
CH609729,3,Homicide,Yes,Chicago,169,Georgia Jones,2004
BO185017,5,Assault,No,Boston,287,Kathy Fry,2004
BO305224,5,Assault,No,Boston,287,Kathy Fry,2001
SF752633,1,Larceny,Yes,San Francisco,167,Adele Peters,2002
NY521791,3,Homicide,Yes,New York,648,Julian Gibson,2000
BO438304,5,Assault,Yes,Boston,117,Alyssa Haycraft,2003
BO159319,5,Assault,No,Boston,976,Tyler Stringer,2001
BO510452,2,Vandalism,Yes,Boston,799,Jennie Hampton,2000
NY689988,1,Larceny,Yes,New York,628,Valerie Eskew,2001
BO461051,5,Assault,No,Boston,414,Ronald Bryant,2000
BO118938,5,Assault,No,Boston,827,Timothy Iverson,2002
NY774566,5,Assault,No,New York,982,Beatrice Frappier,2000
CH412853,3,Homicide,No,Chicago,515,Beverly Taylor,2000
BO215116,2,Vandalism,Yes,Boston,827,Timothy Iverson,2001
SF816127,1,Larceny,Yes,San Francisco,216,Charles Pitts,2002
CH270681,2,Vandalism,No,Chicago,443,Mildred Shuey,2004
NY837725,2,Vandalism,Yes,New York,105,Mitzi Fowler,2001
CH110587,2,Vandalism,Yes,Chicago,515,Beverly Taylor,2002
BO153392,2,Vandalism,Yes,Boston,264,Tamica Striegel,2003
BO722940,1,Larceny,Yes,Boston,827,Timothy Iverson,2000
SF815982,1,Larceny,No,San Francisco,130,David Graham,2001
CH906776,1,Larceny,Yes,Chicago,515,Beverly Taylor,2001
CH251886,5,Assault,No,Chicago,783,Peter Palmieri,2002
NY403488,3,Homicide,Yes,New York,628,Valerie Eskew,2001
NY434936,2,Vandalism,No,New York,648,Julian Gibson,2001
CH911561,4,Drug abuse,Yes,Chicago,783,Peter Palmieri,2002
BO493598,2,Vandalism,No,Boston,117,Alyssa Haycraft,2003
NY780667,4,Drug abuse,No,New York,105,Mitzi Fowler,2001
SF898130,1,Larceny,Yes,San Francisco,167,Adele Peters,2003
NY842146,2,Vandalism,No,New York,648,Julian Gibson,2004
BO318592,2,Vandalism,No,Boston,264,Tamica Striegel,2004
SF311842,1,Larceny,Yes,San Francisco,140,Charles Ortega,2004
CH313362,1,Larceny,No,Chicago,169,Georgia Jones,2004
SF437489,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2000
CH378524,3,Homicide,Yes,Chicago,298,Barry Goetz,2004
CH644488,5,Assault,No,Chicago,298,Barry Goetz,2004
SF152962,5,Assault,Yes,San Francisco,130,David Graham,2004
SF299842,1,Larceny,No,San Francisco,891,Edward Denton,2000
BO789542,3,Homicide,No,Boston,117,Alyssa Haycraft,2002
BO470441,4,Drug abuse,Yes,Boston,287,Kathy Fry,2000
SF453411,4,Drug abuse,No,San Francisco,130,David Graham,2003
NY944947,3,Homicide,No,New York,641,Gregory Kocher,2001
CH260232,1,Larceny,Yes,Chicago,298,Barry Goetz,2003
BO542164,5,Assault,No,Boston,976,Tyler Stringer,2001
SF589685,1,Larceny,Yes,San Francisco,140,Charles Ortega,2002
BO705492,1,Larceny,No,Boston,976,Tyler Stringer,2002
SF966442,1,Larceny,Yes,San Francisco,848,Joseph Costello,2004
BO350838,5,Assault,No,Boston,264,Tamica Striegel,2003
NY218259,1,Larceny,Yes,New York,641,Gregory Kocher,2004
NY667998,5,Assault,Yes,New York,982,Beatrice Frappier,2002
CH316958,2,Vandalism,Yes,Chicago,169,Georgia Jones,2004
NY517952,1,Larceny,Yes,New York,255,Rogelio Fett,2001
NY848703,5,Assault,Yes,New York,255,Rogelio Fett,2001
CH452643,1,Larceny,No,Chicago,639,Joshua Compton,2003
NY100959,2,Vandalism,Yes,New York,641,Gregory Kocher,2003
CH825581,5,Assault,No,Chicago,639,Joshua Compton,2000
SF255358,5,Assault,No,San Francisco,140,Charles Ortega,2000
BO243969,5,Assault,Yes,Boston,414,Ronald Bryant,2004
SF605650,1,Larceny,No,San Francisco,140,Charles Ortega,2000
SF736902,1,Larceny,Yes,San Francisco,447,Sherell Reine,2001
SF750079,2,Vandalism,No,San Francisco,216,Charles Pitts,2002
NY714884,4,Drug abuse,No,New York,255,Rogelio Fett,2003
SF548241,5,Assault,Yes,San Francisco,167,Adele Peters,2000
SF769740,1,Larceny,No,San Francisco,167,Adele Peters,2000
CH365396,4,Drug abuse,Yes,Chicago,739,Donald Olsen,2000
NY630726,2,Vandalism,Yes,New York,641,Gregory Kocher,2002
BO349799,4,Drug abuse,No,Boston,827,Timothy Iverson,2002
SF637836,5,Assault,No,San Francisco,891,Edward Denton,2002
BO330495,3,Homicide,No,Boston,287,Kathy Fry,2002
BO154538,3,Homicide,Yes,Boston,264,Tamica Striegel,2002
BO449424,1,Larceny,No,Boston,827,Timothy Iverson,2001
CH530776,3,Homicide,No,Chicago,169,Georgia Jones,2003
BO599884,3,Homicide,Yes,Boston,976,Tyler Stringer,2002
CH189468,5,Assault,No,Chicago,639,Joshua Compton,2003
SF576611,3,Homicide,No,San Francisco,216,Charles Pitts,2004
NY391246,2,Vandalism,No,New York,641,Gregory Kocher,2000
BO798921,3,Homicide,Yes,Boston,287,Kathy Fry,2003
CH798472,3,Homicide,Yes,Chicago,298,Barry Goetz,2001
NY795132,2,Vandalism,Yes,New York,313,Kenneth Nance,2004
NY171187,4,Drug abuse,No,New York,982,Beatrice Frappier,2000
SF686167,4,Drug abuse,No,San Francisco,848,Joseph Costello,2001
NY815722,4,Drug abuse,Yes,New York,628,Valerie Eskew,2000
SF876220,1,Larceny,No,San Francisco,891,Edward Denton,2004
NY247816,2,Vandalism,Yes,New York,597,Nancy Smith,2000
SF919287,1,Larceny,No,San Francisco,291,Roy Romero,2003
BO156861,3,Homicide,No,Boston,976,Tyler Stringer,2000
BO824033,5,Assault,No,Boston,117,Alyssa Haycraft,2003
SF903650,4,Drug abuse,Yes,San Francisco,167,Adele Peters,2001
CH799282,2,Vandalism,Yes,Chicago,515,Beverly Taylor,2004
NY961655,5,Assault,Yes,New York,597,Nancy Smith,2004
SF187354,1,Larceny,No,San Francisco,216,Charles Pitts,2000
BO481606,5,Assault,Yes,Boston,820,Steven Hardeman,2003
BO501810,3,Homicide,No,Boston,827,Timothy Iverson,2004
NY860517,1,Larceny,No,New York,597,Nancy Smith,2001
NY917108,2,Vandalism,Yes,New York,255,Rogelio Fett,2001
BO970678,3,Homicide,No,Boston,827,Timothy Iverson,2002
BO166052,3,Homicide,Yes,Boston,117,Alyssa Haycraft,2001
BO694348,1,Larceny,Yes,Boston,287,Kathy Fry,2000
BO584842,5,Assault,No,Boston,117,Alyssa Haycraft,2002
SF471253,3,Homicide,No,San Francisco,891,Edward Denton,2002
BO895255,5,Assault,Yes,Boston,264,Tamica Striegel,2002
SF742507,5,Assault,No,San Francisco,140,Charles Ortega,2001
NY982805,1,Larceny,Yes,New York,641,Gregory Kocher,2001
SF162087,1,Larceny,Yes,San Francisco,891,Edward Denton,2002
SF895775,4,Drug abuse,No,San Francisco,140,Charles Ortega,2004
SF668346,1,Larceny,No,San Francisco,216,Charles Pitts,2001
SF415276,4,Drug abuse,Yes,San Francisco,130,David Graham,2004
NY324364,1,Larceny,No,New York,641,Gregory Kocher,2002
SF107203,4,Drug abuse,No,San Francisco,216,Charles Pitts,2000
NY682986,4,Drug abuse,Yes,New York,641,Gregory Kocher,2002
NY914308,1,Larceny,Yes,New York,597,Nancy Smith,2002
CH228888,3,Homicide,No,Chicago,646,John Ledue,2002
BO807632,3,Homicide,No,Boston,827,Timothy Iverson,2002
CH151280,2,Vandalism,Yes,Chicago,739,Donald Olsen,2000
CH596362,3,Homicide,Yes,Chicago,443,Mildred Shuey,2003
CH653662,3,Homicide,No,Chicago,639,Joshua Compton,2004
BO675554,2,Vandalism,No,Boston,414,Ronald Bryant,2004
NY804027,2,Vandalism,No,New York,982,Beatrice Frappier,2004
CH348616,4,Drug abuse,No,Chicago,515,Beverly Taylor,2001
CH998304,4,Drug abuse,No,Chicago,443,Mildred Shuey,2002
NY651488,1,Larceny,Yes,New York,982,Beatrice Frappier,2002
NY770399,1,Larceny,No,New York,628,Valerie Eskew,2001
CH459632,1,Larceny,No,Chicago,169,Georgia Jones,2003
BO759329,1,Larceny,Yes,Boston,820,Steven Hardeman,2000
SF461730,3,Homicide,No,San Francisco,291,Roy Romero,2004
BO818003,4,Drug abuse,No,Boston,414,Ronald Bryant,2002
SF467650,4,Drug abuse,No,San Francisco,216,Charles Pitts,2000
BO949148,3,Homicide,Yes,Boston,287,Kathy Fry,2004
BO299158,5,Assault,No,Boston,799,Jennie Hampton,2002
NY272608,3,Homicide,No,New York,313,Kenneth Nance,2003
CH688668,3,Homicide,No,Chicago,646,John Ledue,2001
SF351165,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
BO209712,2,Vandalism,Yes,Boston,827,Timothy Iverson,2004
BO372472,1,Larceny,No,Boston,820,Steven Hardeman,2001
SF491052,1,Larceny,Yes,San Francisco,447,Sherell Reine,2002
CH467666,1,Larceny,Yes,Chicago,739,Donald Olsen,2001
BO102204,3,Homicide,No,Boston,820,Steven Hardeman,2000
CH396843,5,Assault,Yes,Chicago,646,John Ledue,2001
SF259914,1,Larceny,No,San Francisco,130,David Graham,2001
SF750079,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2002
CH303588,3,Homicide,Yes,Chicago,639,Joshua Compton,2004
BO279586,1,Larceny,Yes,Boston,117,Alyssa Haycraft,2004
CH910188,1,Larceny,Yes,Chicago,783,Peter Palmieri,2003
BO134422,4,Drug abuse,Yes,Boston,287,Kathy Fry,2001
SF621062,5,Assault,Yes,San Francisco,891,Edward Denton,2004
CH527894,3,Homicide,Yes,Chicago,783,Peter Palmieri,2003
SF305986,2,Vandalism,No,San Francisco,891,Edward Denton,2001
SF668346,3,Homicide,No,San Francisco,130,David Graham,2003
SF760687,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2002
SF619877,1,Larceny,No,San Francisco,140,Charles Ortega,2000
BO432153,4,Drug abuse,Yes,Boston,264,Tamica Striegel,2004
BO936693,5,Assault,Yes,Boston,264,Tamica Striegel,2002
BO901035,5,Assault,No,Boston,820,Steven Hardeman,2003
CH914851,3,Homicide,Yes,Chicago,646,John Ledue,2001
SF888726,4,Drug abuse,No,San Francisco,140,Charles Ortega,2003
NY361042,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2002
BO483530,1,Larceny,No,Boston,976,Tyler Stringer,2001
NY995683,3,Homicide,No,New York,255,Rogelio Fett,2001
NY310702,5,Assault,Yes,New York,255,Rogelio Fett,2003
CH560087,3,Homicide,No,Chicago,739,Donald Olsen,2004
BO336168,1,Larceny,No,Boston,827,Timothy Iverson,2001
NY622838,1,Larceny,No,New York,641,Gregory Kocher,2003
NY860517,3,Homicide,Yes,New York,597,Nancy Smith,2004
NY204781,2,Vandalism,No,New York,105,Mitzi Fowler,2004
SF942227,4,Drug abuse,Yes,San Francisco,167,Adele Peters,2003
CH316958,4,Drug abuse,Yes,Chicago,443,Mildred Shuey,2000
NY268287,3,Homicide,No,New York,255,Rogelio Fett,2000
SF652834,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2001
SF754533,5,Assault,Yes,San Francisco,140,Charles Ortega,2000
CH991536,5,Assault,Yes,Chicago,298,Barry Goetz,2000
SF852108,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2000
NY429226,5,Assault,No,New York,255,Rogelio Fett,2001
NY550649,2,Vandalism,No,New York,255,Rogelio Fett,2000
NY396594,1,Larceny,Yes,New York,597,Nancy Smith,2004
NY488144,2,Vandalism,No,New York,648,Julian Gibson,2001
BO159319,1,Larceny,No,Boston,117,Alyssa Haycraft,2003
BO875699,2,Vandalism,No,Boston,287,Kathy Fry,2004
NY461957,4,Drug abuse,No,New York,628,Valerie Eskew,2004
BO250626,2,Vandalism,No,Boston,976,Tyler Stringer,2000
CH737236,1,Larceny,Yes,Chicago,169,Georgia Jones,2003
SF599424,1,Larceny,No,San Francisco,216,Charles Pitts,2000
CH991536,2,Vandalism,No,Chicago,515,Beverly Taylor,2001
CH161091,3,Homicide,No,Chicago,739,Donald Olsen,2003
NY180299,2,Vandalism,Yes,New York,628,Valerie Eskew,2000
SF943887,1,Larceny,Yes,San Francisco,848,Joseph Costello,2001
NY372821,2,Vandalism,Yes,New York,648,Julian Gibson,2002
CH383453,3,Homicide,Yes,Chicago,443,Mildred Shuey,2000
CH365746,4,Drug abuse,Yes,Chicago,298,Barry Goetz,2004
BO324684,5,Assault,Yes,Boston,287,Kathy Fry,2001
SF139407,5,Assault,Yes,San Francisco,447,Sherell Reine,2002
NY469778,4,Drug abuse,No,New York,255,Rogelio Fett,2003
CH721101,2,Vandalism,Yes,Chicago,169,Georgia Jones,2001
BO125460,1,Larceny,No,Boston,264,Tamica Striegel,2003
NY221579,3,Homicide,Yes,New York,597,Nancy Smith,2003
CH496305,5,Assault,No,Chicago,783,Peter Palmieri,2002
BO499697,5,Assault,Yes,Boston,287,Kathy Fry,2002
CH458440,5,Assault,No,Chicago,783,Peter Palmieri,2004
CH796856,5,Assault,No,Chicago,639,Joshua Compton,2001
NY567924,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2001
BO201923,3,Homicide,No,Boston,287,Kathy Fry,2003
CH957204,3,Homicide,Yes,Chicago,639,Joshua Compton,2002
SF348073,2,Vandalism,Yes,San Francisco,891,Edward Denton,2000
NY914284,2,Vandalism,Yes,New York,313,Kenneth Nance,2001
SF692021,5,Assault,Yes,San Francisco,167,Adele Peters,2001
NY504781,1,Larceny,No,New York,255,Rogelio Fett,2003
CH943309,5,Assault,No,Chicago,739,Donald Olsen,2003
BO299158,5,Assault,Yes,Boston,287,Kathy Fry,2004
BO434115,5,Assault,Yes,Boston,414,Ronald Bryant,2001
BO588405,2,Vandalism,Yes,Boston,799,Jennie Hampton,2000
BO478254,3,Homicide,Yes,Boston,264,Tamica Striegel,2002
SF667346,1,Larceny,No,San Francisco,891,Edward Denton,2003
CH479519,5,Assault,No,Chicago,639,Joshua Compton,2004
CH358495,2,Vandalism,No,Chicago,169,Georgia Jones,2000
BO879887,2,Vandalism,No,Boston,976,Tyler Stringer,2002
CH792445,4,Drug abuse,No,Chicago,646,John Ledue,2004
CH560121,1,Larceny,Yes,Chicago,639,Joshua Compton,2002
BO357198,3,Homicide,No,Boston,799,Jennie Hampton,2002
SF777321,1,Larceny,No,San Francisco,216,Charles Pitts,2000
CH795250,1,Larceny,No,Chicago,646,John Ledue,2001
NY845536,3,Homicide,No,New York,628,Valerie Eskew,2004
BO491454,2,Vandalism,Yes,Boston,414,Ronald Bryant,2003
NY124521,4,Drug abuse,No,New York,255,Rogelio Fett,2002
NY749787,1,Larceny,Yes,New York,597,Nancy Smith,2000
BO747559,1,Larceny,No,Boston,264,Tamica Striegel,2000
SF506514,4,Drug abuse,No,San Francisco,130,David Graham,2002
SF910735,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2002
NY557920,1,Larceny,No,New York,982,Beatrice Frappier,2001
NY745998,5,Assault,No,New York,982,Beatrice Frappier,2003
SF350431,4,Drug abuse,No,San Francisco,891,Edward Denton,2001
BO504477,3,Homicide,No,Boston,799,Jennie Hampton,2002
CH624632,5,Assault,No,Chicago,298,Barry Goetz,2000
CH736158,5,Assault,No,Chicago,739,Donald Olsen,2002
SF878798,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2003
SF757980,3,Homicide,Yes,San Francisco,140,Charles Ortega,2002
CH351374,5,Assault,Yes,Chicago,515,Beverly Taylor,2003
SF930862,5,Assault,Yes,San Francisco,130,David Graham,2003
BO881013,2,Vandalism,No,Boston,117,Alyssa Haycraft,2003
SF342952,1,Larceny,Yes,San Francisco,291,Roy Romero,2000
SF176797,1,Larceny,Yes,San Francisco,447,Sherell Reine,2003
CH649727,3,Homicide,No,Chicago,639,Joshua Compton,2000
CH530513,1,Larceny,No,Chicago,639,Joshua Compton,2003
CH926742,3,Homicide,Yes,Chicago,783,Peter Palmieri,2000
SF676514,1,Larceny,Yes,San Francisco,216,Charles Pitts,2004
SF247137,4,Drug abuse,Yes,San Francisco,216,Charles Pitts,2002
NY228256,2,Vandalism,Yes,New York,255,Rogelio Fett,2000
NY251138,2,Vandalism,No,New York,255,Rogelio Fett,2001
BO491454,2,Vandalism,Yes,Boston,976,Tyler Stringer,2004
BO132596,5,Assault,Yes,Boston,976,Tyler Stringer,2001
CH109049,5,Assault,No,Chicago,298,Barry Goetz,2000
NY854810,2,Vandalism,No,New York,105,Mitzi Fowler,2004
CH985430,1,Larceny,Yes,Chicago,515,Beverly Taylor,2003
NY497969,2,Vandalism,No,New York,628,Valerie Eskew,2000
BO370465,4,Drug abuse,No,Boston,264,Tamica Striegel,2002
NY126904,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2001
CH267137,3,Homicide,Yes,Chicago,515,Beverly Taylor,2002
BO739456,2,Vandalism,Yes,Boston,287,Kathy Fry,2002
NY268106,4,Drug abuse,No,New York,597,Nancy Smith,2002
CH558088,3,Homicide,Yes,Chicago,739,Donald Olsen,2004
NY484883,2,Vandalism,Yes,New York,982,Beatrice Frappier,2000
CH907394,3,Homicide,No,Chicago,783,Peter Palmieri,2002
CH621522,5,Assault,No,Chicago,298,Barry Goetz,2004
CH823932,3,Homicide,Yes,Chicago,783,Peter Palmieri,2004
CH573611,3,Homicide,Yes,Chicago,443,Mildred Shuey,2000
BO996054,2,Vandalism,Yes,Boston,799,Jennie Hampton,2003
NY689730,4,Drug abuse,No,New York,255,Rogelio Fett,2001
NY609001,2,Vandalism,Yes,New York,648,Julian Gibson,2000
BO654715,2,Vandalism,Yes,Boston,414,Ronald Bryant,2004
BO251332,2,Vandalism,Yes,Boston,414,Ronald Bryant,2004
SF143357,4,Drug abuse,No,San Francisco,891,Edward Denton,2000
NY610757,5,Assault,Yes,New York,628,Valerie Eskew,2000
NY939070,2,Vandalism,Yes,New York,255,Rogelio Fett,2004
CH611464,1,Larceny,No,Chicago,298,Barry Goetz,2002
CH311093,1,Larceny,Yes,Chicago,739,Donald Olsen,2004
BO677907,1,Larceny,No,Boston,117,Alyssa Haycraft,2000
SF276551,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
NY478604,5,Assault,Yes,New York,648,Julian Gibson,2004
SF671901,1,Larceny,Yes,San Francisco,140,Charles Ortega,2000
NY750241,4,Drug abuse,No,New York,313,Kenneth Nance,2000
SF139762,5,Assault,Yes,San Francisco,216,Charles Pitts,2003
CH263185,3,Homicide,Yes,Chicago,783,Peter Palmieri,2001
BO595514,1,Larceny,No,Boston,820,Steven Hardeman,2004
CH965558,2,Vandalism,Yes,Chicago,298,Barry Goetz,2003
CH892080,5,Assault,No,Chicago,783,Peter Palmieri,2003
SF169670,1,Larceny,No,San Francisco,848,Joseph Costello,2000
SF605650,1,Larceny,No,San Francisco,447,Sherell Reine,2000
CH198227,3,Homicide,No,Chicago,443,Mildred Shuey,2003
CH471970,2,Vandalism,No,Chicago,169,Georgia Jones,2003
NY401693,5,Assault,Yes,New York,597,Nancy Smith,2001
NY585997,4,Drug abuse,No,New York,641,Gregory Kocher,2003
SF125746,1,Larceny,Yes,San Francisco,216,Charles Pitts,2000
NY599310,1,Larceny,Yes,New York,597,Nancy Smith,2000
CH872838,2,Vandalism,Yes,Chicago,298,Barry Goetz,2001
CH218264,3,Homicide,No,Chicago,739,Donald Olsen,2004
BO599884,1,Larceny,No,Boston,799,Jennie Hampton,2004
BO629379,4,Drug abuse,No,Boston,827,Timothy Iverson,2001
BO694348,5,Assault,No,Boston,799,Jennie Hampton,2004
SF737996,4,Drug abuse,No,San Francisco,140,Charles Ortega,2004
NY735026,4,Drug abuse,Yes,New York,648,Julian Gibson,2003
NY464742,2,Vandalism,No,New York,597,Nancy Smith,2002
NY224856,1,Larceny,Yes,New York,628,Valerie Eskew,2003
CH514215,5,Assault,Yes,Chicago,515,Beverly Taylor,2003
NY245439,4,Drug abuse,Yes,New York,648,Julian Gibson,2003
SF918364,2,Vandalism,Yes,San Francisco,891,Edward Denton,2001
BO986145,4,Drug abuse,No,Boston,820,Steven Hardeman,2001
NY567924,1,Larceny,No,New York,982,Beatrice Frappier,2000
NY590850,5,Assault,Yes,New York,313,Kenneth Nance,2002
BO125264,3,Homicide,Yes,Boston,976,Tyler Stringer,2002
SF982612,1,Larceny,Yes,San Francisco,167,Adele Peters,2004
CH809862,5,Assault,Yes,Chicago,515,Beverly Taylor,2003
SF613174,5,Assault,No,San Francisco,140,Charles Ortega,2004
NY478604,2,Vandalism,Yes,New York,255,Rogelio Fett,2003
SF939135,5,Assault,No,San Francisco,216,Charles Pitts,2001
NY318421,1,Larceny,Yes,New York,597,Nancy Smith,2003
SF356189,1,Larceny,Yes,San Francisco,891,Edward Denton,2000
NY560171,1,Larceny,No,New York,313,Kenneth Nance,2002
CH624632,4,Drug abuse,No,Chicago,169,Georgia Jones,2003
CH955699,1,Larceny,Yes,Chicago,443,Mildred Shuey,2000
BO131256,1,Larceny,Yes,Boston,414,Ronald Bryant,2003
BO323782,5,Assault,Yes,Boston,264,Tamica Striegel,2004
SF973980,1,Larceny,No,San Francisco,291,Roy Romero,2003
SF298980,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2002
BO228714,3,Homicide,No,Boston,287,Kathy Fry,2004
NY576900,5,Assault,Yes,New York,982,Beatrice Frappier,2004
CH894219,5,Assault,No,Chicago,639,Joshua Compton,2004
CH329393,3,Homicide,No,Chicago,783,Peter Palmieri,2002
CH830838,3,Homicide,Yes,Chicago,646,John Ledue,2002
CH649028,2,Vandalism,Yes,Chicago,646,John Ledue,2001
BO754094,5,Assault,Yes,Boston,117,Alyssa Haycraft,2003
BO250727,1,Larceny,No,Boston,287,Kathy Fry,2004
NY894968,1,Larceny,No,New York,641,Gregory Kocher,2004
BO815592,2,Vandalism,Yes,Boston,820,Steven Hardeman,2000
BO432793,3,Homicide,No,Boston,827,Timothy Iverson,2001
BO518998,4,Drug abuse,No,Boston,287,Kathy Fry,2002
NY262916,2,Vandalism,No,New York,628,Valerie Eskew,2000
BO862540,4,Drug abuse,Yes,Boston,827,Timothy Iverson,2004
SF513339,1,Larceny,No,San Francisco,140,Charles Ortega,2003
BO370083,2,Vandalism,Yes,Boston,287,Kathy Fry,2001
BO314618,3,Homicide,No,Boston,287,Kathy Fry,2000
BO336168,2,Vandalism,Yes,Boston,820,Steven Hardeman,2003
SF270637,1,Larceny,Yes,San Francisco,140,Charles Ortega,2003
CH498764,3,Homicide,No,Chicago,646,John Ledue,2001
NY900049,2,Vandalism,No,New York,597,Nancy Smith,2001
NY102117,2,Vandalism,No,New York,597,Nancy Smith,2001
CH637908,3,Homicide,Yes,Chicago,783,Peter Palmieri,2001
CH885652,1,Larceny,No,Chicago,639,Joshua Compton,2003
BO238708,5,Assault,Yes,Boston,264,Tamica Striegel,2003
NY485216,2,Vandalism,No,New York,105,Mitzi Fowler,2001
SF900993,1,Larceny,No,San Francisco,140,Charles Ortega,2000
NY757506,2,Vandalism,Yes,New York,641,Gregory Kocher,2004
BO996054,3,Homicide,Yes,Boston,976,Tyler Stringer,2000
SF568581,2,Vandalism,No,San Francisco,167,Adele Peters,2001
NY786033,5,Assault,Yes,New York,982,Beatrice Frappier,2001
NY377407,2,Vandalism,Yes,New York,982,Beatrice Frappier,2001
SF512571,1,Larceny,No,San Francisco,216,Charles Pitts,2003
BO905312,2,Vandalism,No,Boston,827,Timothy Iverson,2004
BO650416,3,Homicide,Yes,Boston,117,Alyssa Haycraft,2002
CH866710,3,Homicide,Yes,Chicago,515,Beverly Taylor,2002
SF983016,2,Vandalism,No,San Francisco,291,Roy Romero,2002
SF520381,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
NY620217,4,Drug abuse,No,New York,641,Gregory Kocher,2003
BO703684,2,Vandalism,No,Boston,827,Timothy Iverson,2004
CH569256,3,Homicide,No,Chicago,639,Joshua Compton,2004
CH202849,2,Vandalism,Yes,Chicago,639,Joshua Compton,2001
SF589685,2,Vandalism,Yes,San Francisco,130,David Graham,2004
CH130143,1,Larceny,No,Chicago,783,Peter Palmieri,2002
NY964884,2,Vandalism,Yes,New York,628,Valerie Eskew,2002
SF693405,1,Larceny,Yes,San Francisco,891,Edward Denton,2003
NY922214,2,Vandalism,No,New York,313,Kenneth Nance,2000
SF469322,3,Homicide,Yes,San Francisco,447,Sherell Reine,2003
BO940082,3,Homicide,Yes,Boston,799,Jennie Hampton,2000
NY610757,4,Drug abuse,No,New York,648,Julian Gibson,2004
SF321937,4,Drug abuse,Yes,San Francisco,848,Joseph Costello,2002
CH741513,5,Assault,Yes,Chicago,169,Georgia Jones,2004
SF797758,1,Larceny,Yes,San Francisco,140,Charles Ortega,2000
CH271146,5,Assault,No,Chicago,515,Beverly Taylor,2004
CH800791,1,Larceny,Yes,Chicago,443,Mildred Shuey,2002
CH617694,3,Homicide,No,Chicago,515,Beverly Taylor,2003
CH950457,2,Vandalism,No,Chicago,515,Beverly Taylor,2000
BO101103,2,Vandalism,Yes,Boston,264,Tamica Striegel,2003
NY626459,2,Vandalism,Yes,New York,641,Gregory Kocher,2003
CH341767,4,Drug abuse,No,Chicago,739,Donald Olsen,2003
CH255112,3,Homicide,Yes,Chicago,646,John Ledue,2003
SF413953,4,Drug abuse,No,San Francisco,167,Adele Peters,2000
BO349136,1,Larceny,No,Boston,287,Kathy Fry,2001
NY702982,4,Drug abuse,No,New York,641,Gregory Kocher,2004
SF718470,1,Larceny,Yes,San Francisco,140,Charles Ortega,2001
SF385343,4,Drug abuse,Yes,San Francisco,447,Sherell Reine,2000
BO943258,5,Assault,No,Boston,414,Ronald Bryant,2002
SF552920,3,Homicide,Yes,San Francisco,291,Roy Romero,2004
NY491528,2,Vandalism,Yes,New York,641,Gregory Kocher,2001
SF386929,4,Drug abuse,No,San Francisco,140,Charles Ortega,2004
BO826227,5,Assault,No,Boston,976,Tyler Stringer,2004
SF525691,1,Larceny,No,San Francisco,130,David Graham,2004
NY224856,5,Assault,Yes,New York,105,Mitzi Fowler,2000
CH455982,2,Vandalism,No,Chicago,639,Joshua Compton,2001
NY406571,4,Drug abuse,Yes,New York,628,Valerie Eskew,2004
BO578983,3,Homicide,No,Boston,827,Timothy Iverson,2001
NY903891,2,Vandalism,Yes,New York,597,Nancy Smith,2003
BO542164,5,Assault,Yes,Boston,976,Tyler Stringer,2004
NY412847,1,Larceny,Yes,New York,597,Nancy Smith,2001
NY333605,2,Vandalism,Yes,New York,982,Beatrice Frappier,2004
CH797302,2,Vandalism,Yes,Chicago,739,Donald Olsen,2003
BO245190,4,Drug abuse,No,Boston,117,Alyssa Haycraft,2004
CH434962,3,Homicide,No,Chicago,169,Georgia Jones,2003
BO859673,1,Larceny,Yes,Boston,799,Jennie Hampton,2001
BO297776,4,Drug abuse,No,Boston,799,Jennie Hampton,2002
NY297700,1,Larceny,No,New York,105,Mitzi Fowler,2003
BO574338,3,Homicide,No,Boston,820,Steven Hardeman,2004
BO916066,2,Vandalism,No,Boston,820,Steven Hardeman,2001
BO235931,2,Vandalism,No,Boston,820,Steven Hardeman,2001
SF496715,1,Larceny,No,San Francisco,891,Edward Denton,2003
CH908619,3,Homicide,Yes,Chicago,515,Beverly Taylor,2003
NY689730,2,Vandalism,Yes,New York,255,Rogelio Fett,2004
CH635192,2,Vandalism,Yes,Chicago,739,Donald Olsen,2002
BO852057,2,Vandalism,No,Boston,799,Jennie Hampton,2003
